Gene	Average shortest path length to known risk genes	FDR p-value (Average shortest path length)	Average cosine similarity with known risk genes	FDR p-value (Average cosine similarity)
TRA2B	4.681818181818182	4.6176288953559986e-95	0.27863023	4.3886732510492945e-50
BATF3	4.575757575757576	7.642634320383592e-109	0.22749525	5.024497848839878e-09
C18orf56	5.4393939393939394	2.973650604950998e-20	0.2072195	0.0346817772129136
CCL7	9.015151515151516	1.0	0.15302792	1.0
SYT7	6.287878787878788	1.0	0.35074836	4.602447671858169e-151
RPA3	5.121212121212121	7.842657521703938e-46	0.24055636	2.1638019834601974e-16
ZNF274	4.9393939393939394	1.7489259190183097e-64	0.43764818	4.110789406414681e-302
MICA	15.0	1.0	0.14403948	1.0
ARL5B	4.166666666666667	8.846692185045926e-167	0.248091	1.1597972751354599e-21
SCOC	5.4393939393939394	2.973650604950998e-20	0.10888185	1.0
BRF1	3.9242424242424243	1.2690122409814377e-203	0.45594686	0.0
HDAC8	4.924242424242424	3.717947928122215e-66	0.220861	3.614063464049789e-06
RPLP1	4.575757575757576	7.642634320383592e-109	0.19520737	1.0
STAG2	5.7846153846153845	0.00027334507973734355	0.6638716	0.0
CHST4	5.378787878787879	2.310813752136869e-24	0.16708283	1.0
GNG13	7.045454545454546	1.0	0.14247659	1.0
ACTR3	5.181818181818182	3.1356292036781608e-40	-0.0709231	1.0
STX3	6.818181818181818	1.0	-0.0062094075	1.0
PCGF6	5.242424242424242	5.863140216407729e-35	0.3532398	3.9704677117913555e-155
SHARPIN	6.2272727272727275	1.0	0.5662244	0.0
BCL2L1	4.212121212121212	4.797666161747924e-160	-0.11941365	1.0
GLTSCR2	5.090909090909091	9.42672456685099e-49	0.3698157	8.954704411234562e-183
FBXO15	5.863636363636363	0.01765760733315265	0.27340245	1.8110779644799754e-44
MALL	4.5606060606060606	7.325333522650586e-111	0.18198326	1.0
ELF3	4.0	5.663074655595976e-192	0.2784295	7.300096509215643e-50
CCL5	8.833333333333334	1.0	0.14923716	1.0
LIM2	15.0	1.0	0.041532986	1.0
CCR9	10.151515151515152	1.0	0.15970449	1.0
PTMA	3.8636363636363638	5.454476175122177e-213	0.03806248	1.0
SF3A3	4.393939393939394	8.794930156881239e-134	0.42396057	1.1798376624891102e-277
RNF14	3.8181818181818183	4.652961405653735e-220	0.55655515	0.0
MNDA	3.8636363636363638	5.454476175122177e-213	0.49173096	0.0
EIF6	5.2272727272727275	3.054149657767389e-36	0.22837137	1.902394687647508e-09
RGS10	6.075757575757576	1.0	0.17558943	1.0
TNFSF15	5.712121212121212	1.4715270144469939e-06	0.20445924	0.11039802585386974
RHO	5.015151515151516	2.1957164053562734e-56	0.36232623	3.6932312747528615e-170
EIF4E2	6.2272727272727275	1.0	0.21971446	9.791258420776238e-06
CCNA1	3.757575757575758	1.6274839461850206e-229	0.5395281	0.0
MOCS3	6.5606060606060606	1.0	0.22990468	3.2795867725774685e-10
GAN	5.287878787878788	3.1483437759882676e-31	0.51026785	0.0
RHEBL1	3.6666666666666665	9.05993763631805e-244	0.4694598	0.0
NPPC	7.333333333333333	1.0	0.099099554	1.0
PCSK6	5.212121212121212	1.5018480840879237e-37	-0.087121546	1.0
MTSS1	4.363636363636363	4.4418567291027624e-138	0.64150774	0.0
ONECUT1	4.0	5.663074655595976e-192	0.606741	0.0
ACP6	7.212121212121212	1.0	0.18661769	1.0
BAHD1	4.7727272727272725	8.965969538698311e-84	0.34765676	4.648226748980007e-146
NRXN3	5.136363636363637	2.1211059095571176e-44	0.5621109	0.0
RGS4	5.242424242424242	5.863140216407729e-35	0.18348457	1.0
KCNK1	4.409090909090909	1.1994242041498635e-131	0.39225936	1.6572147012820613e-221
AKIRIN2	5.393939393939394	2.6774841116875216e-23	0.20196114	0.25978441262676605
ATF7	4.484848484848484	4.014635475591554e-121	0.20709647	0.03669286229750362
FUBP1	4.348484848484849	3.1116997859273235e-140	0.4592762	0.0
DYNLT1	6.984848484848484	1.0	0.044341706	1.0
NPHP1	4.46969696969697	3.322043501688977e-123	0.6536627	0.0
BHLHE41	4.606060606060606	7.605891566940396e-105	0.4077841	7.228867854459568e-249
MKRN1	7.2272727272727275	1.0	0.2578304	1.5383632485675335e-29
NDRG2	5.0606060606060606	9.495982898785684e-52	0.2218428	1.4904038658089754e-06
CLDN12	6.7727272727272725	1.0	0.24806665	1.2088507779913536e-21
AES	4.5606060606060606	7.325333522650586e-111	0.075730994	1.0
ADCY3	5.075757575757576	3.0673721766277474e-50	0.4838962	0.0
MAP3K1	3.953846153846154	4.8567493301176235e-199	0.6912787	0.0
RUFY3	5.257575757575758	1.0798160343680533e-33	0.39702624	7.1967102003195285e-230
GALR1	15.0	1.0	0.11460489	1.0
SEPT5	5.878787878787879	0.032883936894816605	0.20595875	0.06049011213756875
DEDD	4.196969696969697	2.763455793572972e-162	0.55694246	0.0
S100A8	3.8333333333333335	1.0527038113259565e-217	0.23689291	4.265000075734243e-14
GPRASP1	4.909090909090909	7.610370895101997e-68	0.054533143	1.0
DMTF1	4.621212121212121	7.283583094836594e-103	0.40883937	9.705620645372263e-251
MYO10	7.151515151515151	1.0	0.53034556	0.0
BCL9	4.196969696969697	2.763455793572972e-162	0.6524423	0.0
ADORA2B	4.7727272727272725	8.965969538698311e-84	0.41838822	1.0248752761360733e-267
GCHFR	6.121212121212121	1.0	0.07816389	1.0
NRGN	4.318181818181818	1.39485974342238e-144	0.31775445	3.00071535076949e-100
COL4A5	7.075757575757576	1.0	0.695862	0.0
HSPBAP1	5.121212121212121	7.842657521703938e-46	0.3730966	2.3438739695500018e-188
MLNR	15.0	1.0	-0.04436355	1.0
DLD	6.46969696969697	1.0	0.35082445	3.462159800976213e-151
NXT2	5.666666666666667	2.8110393516224482e-08	0.17602485	1.0
ATCAY	4.53030303030303	6.196157745775322e-115	0.3254773	1.4198696749817788e-111
SNRPB	5.106060606060606	2.7827458189784703e-47	0.32699156	7.699358546772088e-114
CXXC4	5.106060606060606	2.7827458189784703e-47	0.2790894	1.3655757640416374e-50
IPP	6.409090909090909	1.0	0.29214388	6.967948142165799e-66
MTCH1	4.757575757575758	1.2813048174903688e-85	0.362822	5.47407003620061e-171
GAB3	4.212121212121212	4.797666161747924e-160	0.51728207	0.0
TAF9B	3.909090909090909	5.923234485644303e-206	0.14094387	1.0
PDCD6	5.106060606060606	2.7827458189784703e-47	0.0830667	1.0
KIAA0930	4.181818181818182	1.5761062911751013e-164	0.5983127	0.0
CDX2	3.712121212121212	1.225750168053399e-236	0.2447382	3.159075412439227e-19
ABLIM1	4.590909090909091	7.732232621026812e-107	0.5705404	0.0
MAGOH	6.151515151515151	1.0	0.07010017	1.0
SPIB	3.6818181818181817	2.128037989066549e-241	0.58104783	0.0
TP53AIP1	4.681818181818182	4.6176288953559986e-95	0.20812118	0.02261103750009657
TMSB10	7.257575757575758	1.0	0.08316443	1.0
LILRA3	5.242424242424242	5.863140216407729e-35	0.35402808	2.0328149106025725e-156
COL9A1	7.424242424242424	1.0	0.6068782	0.0
C5orf25	4.818181818181818	2.526887068025153e-78	0.35030448	2.4207207311542194e-150
CD33	4.287878787878788	5.811180470231197e-149	0.48066765	0.0
CORO2A	4.636363636363637	6.822339762337563e-101	0.43822646	3.807405936953963e-303
HNRNPUL1	3.9545454545454546	5.955351628610733e-199	0.6433675	0.0
AP1S1	5.757575757575758	4.554536685781717e-05	0.16222216	1.0
MCHR1	15.0	1.0	-0.039067425	1.0
LAMA1	6.5	1.0	0.6956325	0.0
OTC	6.651515151515151	1.0	0.13157214	1.0
NHP2L1	4.757575757575758	1.2813048174903688e-85	0.3936212	6.80851379452667e-224
MRPL42	4.984848484848484	1.4401608249225746e-59	0.23482075	7.083110174994868e-13
DEFB1	4.96969696969697	3.453316756337159e-61	0.23879659	2.881619530251009e-15
MIA	7.075757575757576	1.0	0.20715615	0.035705424637398765
C10orf10	5.409090909090909	2.9159368781695483e-22	0.23148894	4.928166646351187e-11
HIST1H4F	5.363636363636363	1.8904454137449194e-25	0.13895129	1.0
STYX	7.666666666666667	1.0	0.12681094	1.0
RLF	4.651515151515151	6.187097844781667e-99	0.13528791	1.0
COL9A2	7.53030303030303	1.0	0.41271314	1.2837975145627436e-257
MT1F	6.984848484848484	1.0	0.12936504	1.0
PLAC8	5.757575757575758	4.554536685781717e-05	0.12539934	1.0
CTSC	6.045454545454546	1.0	0.13158964	1.0
F9	8.227272727272727	1.0	0.403582	1.9872806551893772e-241
KIF17	5.0606060606060606	9.495982898785684e-52	0.30859837	2.302035099176641e-87
RAB33B	4.46969696969697	3.322043501688977e-123	0.21370491	0.0009197710887332198
KIF3B	5.0	5.73731037415242e-58	0.63209474	0.0
CTDP1	4.0606060606060606	9.776009835342165e-183	0.44074774	1.18505668494118e-307
NAPA	6.242424242424242	1.0	-0.0016390663	1.0
GNG2	7.045454545454546	1.0	0.16316715	1.0
CCL20	15.0	1.0	0.063287474	1.0
SSBP1	6.863636363636363	1.0	0.0993606	1.0
NOP2	4.363636363636363	4.4418567291027624e-138	0.3913137	7.469941130710899e-220
COPB1	6.742424242424242	1.0	0.34082383	3.721342370652302e-135
TIA1	6.106060606060606	1.0	0.19718418	0.8328892402788405
CCL14	9.151515151515152	1.0	0.1774356	1.0
UCN	15.0	1.0	0.041655354	1.0
PKP2	5.106060606060606	2.7827458189784703e-47	0.6482696	0.0
INPP5E	4.363636363636363	4.4418567291027624e-138	0.55459404	0.0
C19orf10	5.348484848484849	1.4665368120487567e-26	0.18679112	1.0
CST7	7.863636363636363	1.0	0.105882384	1.0
RPS2	5.666666666666667	2.8110393516224482e-08	0.19373578	1.0
CYHR1	15.0	1.0	0.036847506	1.0
COPE	5.742424242424242	1.5414144071321173e-05	0.31828678	5.1206614286497924e-101
SPA17	15.0	1.0	0.064387314	1.0
HDAC9	4.121212121212121	1.4005079411372226e-173	0.5439278	0.0
TAC3	5.909090909090909	0.09653142199354324	0.108891964	1.0
HADH	6.5	1.0	0.22297806	5.155102001701221e-07
ILK	3.8484848484848486	2.436381268520632e-215	0.3313205	2.156620461547217e-120
RGS16	6.0	0.7159900182747669	0.16623162	1.0
DFNA5	5.121212121212121	7.842657521703938e-46	0.37370774	2.1218583119991945e-189
PRKCQ	3.6818181818181817	2.128037989066549e-241	0.536438	0.0
TAL2	5.045454545454546	2.823448101503254e-53	0.19135311	1.0
ZNF7	4.136363636363637	2.6371604364900228e-171	0.38976738	3.757720277788043e-217
POU2AF1	5.03030303030303	8.064061631179219e-55	0.21371466	0.0009140736512427187
TUBA4A	3.8181818181818183	4.652961405653735e-220	0.23742573	2.029709931989809e-14
PROS1	8.121212121212121	1.0	0.5257159	0.0
RBMXL2	5.681818181818182	1.115767866631951e-07	0.19740804	0.7993282196534762
CPLX1	6.378787878787879	1.0	0.16824378	1.0
GATAD2A	4.53030303030303	6.196157745775322e-115	0.5711159	0.0
LRPPRC	6.106060606060606	1.0	0.5064843	0.0
GCSH	4.2727272727272725	3.653471191512652e-151	0.22256571	7.611911312184465e-07
IGLL1	6.212121212121212	1.0	0.10415165	1.0
MYBL2	4.015151515151516	1.1713106332537588e-189	0.58180344	0.0
OPCML	5.666666666666667	2.8110393516224482e-08	0.20357469	0.1525587593593188
BEX2	5.424242424242424	3.0278538145354285e-21	0.2044153	0.11223581633204516
RAB9A	5.166666666666667	1.3342906577176216e-41	0.055964217	1.0
FABP4	4.575757575757576	7.642634320383592e-109	0.2402005	3.6815409776382272e-16
EGR1	3.6818181818181817	2.128037989066549e-241	0.5790301	0.0
SUPT4H1	4.7272727272727275	2.361383125752759e-89	0.24078128	1.5444814565117563e-16
NHLH1	5.5	1.6105002492508562e-16	0.102058105	1.0
FBLN2	6.636363636363637	1.0	0.6554509	0.0
VIP	5.787878787878788	0.00033415690108578336	0.06800706	1.0
TAC1	6.893939393939394	1.0	0.07708587	1.0
SHOX	4.212121212121212	4.797666161747924e-160	0.23261127	1.2268577929922074e-11
APOM	4.954545454545454	7.93776677568414e-63	0.12279064	1.0
PGAM5	3.878787878787879	1.2044290628241797e-210	0.45989227	0.0
AURKB	4.984848484848484	1.4401608249225746e-59	0.16674422	1.0
POLR2K	6.045454545454546	1.0	0.17156635	1.0
ARFRP1	4.075757575757576	1.943615093456485e-180	0.22793308	3.1009580798436853e-09
EIF5A2	15.0	1.0	0.04251149	1.0
NRBP1	5.015151515151516	2.1957164053562734e-56	0.27956083	4.098323268276516e-51
PSEN2	4.106060606060606	7.365278323712362e-176	0.53135675	0.0
PDGFD	4.878787878787879	2.82563781485433e-71	0.39689496	1.223559050517499e-229
FAM13C	5.5	1.6105002492508562e-16	0.41046467	1.2652686230840573e-253
C22orf46	4.015151515151516	1.1713106332537588e-189	0.22719789	6.953521053821717e-09
IL6ST	4.090909090909091	3.809368010691429e-178	0.50603294	0.0
WFDC2	5.121212121212121	7.842657521703938e-46	0.1851426	1.0
VPS26B	7.4393939393939394	1.0	0.15859753	1.0
TOP1	3.772727272727273	3.804547471894377e-227	0.65036976	0.0
CCL11	9.151515151515152	1.0	0.17454764	1.0
CCL13	9.151515151515152	1.0	0.17454764	1.0
S100A2	5.53030303030303	8.503317738878239e-15	0.09993277	1.0
SIT1	4.515151515151516	5.4796647160484944e-117	0.37926596	6.212380913569476e-199
POU1F1	3.9696969696969697	1.2614138619558587e-196	0.46851224	0.0
F2	7.2272727272727275	1.0	0.46050966	0.0
LTA4H	6.151515151515151	1.0	0.40480125	1.386620096802839e-243
BNIP3	4.681818181818182	4.6176288953559986e-95	0.19340749	1.0
MDM4	3.409090909090909	1.7135668230573896e-284	0.10275448	1.0
BSPRY	4.363636363636363	4.4418567291027624e-138	0.377955	1.120100539526311e-196
DISC1	5.121212121212121	7.842657521703938e-46	0.46423823	0.0
HSF4	3.984848484848485	2.687673078901421e-194	0.55129695	0.0
ID4	4.53030303030303	6.196157745775322e-115	0.25618508	3.981324577963418e-28
HPRT1	6.2727272727272725	1.0	0.18315768	1.0
POLL	4.5	4.739860753386833e-119	0.5625551	0.0
TPD52L2	9.303030303030303	1.0	0.018667031	1.0
HLTF	5.090909090909091	9.42672456685099e-49	0.56308925	0.0
NFATC3	4.257575757575758	2.294211690470845e-153	0.62600476	0.0
FABP3	5.2272727272727275	3.054149657767389e-36	0.10761404	1.0
CGA	7.045454545454546	1.0	0.031172033	1.0
RPL3	5.712121212121212	1.4715270144469939e-06	0.2616814	5.684450170144207e-33
RBM39	3.9393939393939394	2.757966219865828e-201	0.62386334	0.0
GTF2E2	4.2272727272727275	8.267787050295119e-158	0.49903446	0.0
CLEC5A	15.0	1.0	0.16691937	1.0
PDE6D	4.393939393939394	8.794930156881239e-134	0.050407693	1.0
PTPRJ	3.9242424242424243	1.2690122409814377e-203	0.6655169	0.0
HSPB6	4.287878787878788	5.811180470231197e-149	0.2619663	3.118588372639594e-33
CAMK2N2	5.0	5.73731037415242e-58	0.20898609	0.01464724612209436
ORC4	5.348484848484849	1.4665368120487567e-26	0.5480925	0.0
PYY	15.0	1.0	0.050294805	1.0
REST	4.348484848484849	3.1116997859273235e-140	0.68502617	0.0
CNR2	6.742424242424242	1.0	0.2277065	3.98273098176615e-09
KEL	4.9393939393939394	1.7489259190183097e-64	0.2626814	6.845781978082054e-34
ZWINT	6.484848484848484	1.0	0.252404	5.248499861962892e-25
CABLES1	3.772727272727273	3.804547471894377e-227	0.5483867	0.0
TMPO	4.818181818181818	2.526887068025153e-78	0.25691536	9.480137163755197e-29
PDHB	7.666666666666667	1.0	0.17706573	1.0
AGTRAP	15.0	1.0	0.044380635	1.0
AURKAIP1	4.53030303030303	6.196157745775322e-115	0.29689786	7.520469453822032e-72
ARL3	5.015151515151516	2.1957164053562734e-56	0.16167848	1.0
PDZD3	6.863636363636363	1.0	0.4908679	0.0
KIF14	5.242424242424242	5.863140216407729e-35	0.68228817	0.0
PDE6H	6.121212121212121	1.0	0.16062102	1.0
KLRB1	5.015151515151516	2.1957164053562734e-56	0.10125652	1.0
CASC5	6.484848484848484	1.0	-0.14628224	1.0
GHRHR	15.0	1.0	-0.049525943	1.0
HOXA1	5.212121212121212	1.5018480840879237e-37	0.24843831	6.365357689903534e-22
COX7A2L	6.015151515151516	0.8509305982928572	0.13417022	1.0
BNIP3L	4.681818181818182	4.6176288953559986e-95	0.13956702	1.0
CFHR1	11.787878787878787	1.0	0.13471925	1.0
GABPA	4.166666666666667	8.846692185045926e-167	0.49828985	0.0
NCALD	4.46969696969697	3.322043501688977e-123	0.2359247	1.6115952848746268e-13
HOXA5	5.151515151515151	5.424357440584188e-43	0.046168998	1.0
SNX15	6.212121212121212	1.0	0.2755748	9.106633907684312e-47
CCL8	9.151515151515152	1.0	0.15485226	1.0
EIF2B1	4.4393939393939394	2.086267991521298e-127	0.3295662	1.0082545879361869e-117
POLR1E	4.954545454545454	7.93776677568414e-63	0.3778412	1.7573768369134803e-196
DHPS	15.0	1.0	-0.0073178057	1.0
TOMM40	15.0	1.0	-0.017155875	1.0
ARHGAP19	6.318181818181818	1.0	0.2863193	7.426921327579365e-59
ALPL	4.96969696969697	3.453316756337159e-61	0.5655348	0.0
PRKRIP1	4.5606060606060606	7.325333522650586e-111	0.19854143	0.6346260630721966
NDE1	3.696969696969697	5.152520878395471e-239	0.4288748	1.974140557945473e-286
CHMP7	4.848484848484849	9.105895800645387e-75	0.32722273	3.4644181723377494e-114
VEGFA	5.287878787878788	3.1483437759882676e-31	0.28130433	4.567042993264575e-53
DMRTB1	4.651515151515151	6.187097844781667e-99	0.35272226	2.789693467989992e-154
FKBP6	5.015151515151516	2.1957164053562734e-56	0.38999453	1.5089351678932673e-217
MPHOSPH10	15.0	1.0	0.33364487	5.8663726473099695e-124
EPB41L2	5.03030303030303	8.064061631179219e-55	0.6140178	0.0
NR2F2	3.9696969696969697	1.2614138619558587e-196	0.48253155	0.0
CRYBB1	15.0	1.0	0.011877317	1.0
PPP1R13L	3.8636363636363638	5.454476175122177e-213	0.38114843	3.516014478298823e-202
MAGOHB	6.015151515151516	0.8509305982928572	0.13602045	1.0
STAT2	4.242424242424242	1.391612686384099e-155	0.6664384	0.0
NME4	5.348484848484849	1.4665368120487567e-26	0.1121171	1.0
CDCA3	4.5	4.739860753386833e-119	0.15509619	1.0
RPS10	4.212121212121212	4.797666161747924e-160	0.2279387	3.0824705143385185e-09
CINP	15.0	1.0	0.02116906	1.0
SSBP2	6.863636363636363	1.0	0.16962971	1.0
IARS	4.0606060606060606	9.776009835342165e-183	0.66716474	0.0
PPP1R17	4.5606060606060606	7.325333522650586e-111	0.25165012	2.0946332555758584e-24
CLUAP1	15.0	1.0	0.015064709	1.0
ARHGDIB	4.378787878787879	6.28958515631937e-136	0.43677434	1.500055450162427e-300
PDK2	5.863636363636363	0.01765760733315265	0.19569819	1.0
CETN1	4.590909090909091	7.732232621026812e-107	0.22993912	3.1503847221579966e-10
CAMP	7.242424242424242	1.0	0.08787134	1.0
CA9	4.166666666666667	8.846692185045926e-167	0.5474749	0.0
GIPC2	4.863636363636363	5.160066025918051e-73	0.10998612	1.0
LMO1	4.984848484848484	1.4401608249225746e-59	0.111192375	1.0
NAP1L1	3.803030303030303	2.0475388732625162e-222	0.14630122	1.0
TOMM20	5.651515151515151	6.697787609259519e-09	0.041322146	1.0
ZNF8	3.878787878787879	1.2044290628241797e-210	0.037386272	1.0
NAA15	15.0	1.0	0.20996137	0.00874912574956895
MRGPRX2	11.333333333333334	1.0	0.14170913	1.0
SNX7	5.7272727272727275	4.907232757851263e-06	0.32882944	1.3148823726712526e-116
POLM	4.863636363636363	5.160066025918051e-73	0.40029958	1.2424558395651274e-235
FGF8	5.242424242424242	5.863140216407729e-35	0.15941685	1.0
FGF18	5.242424242424242	5.863140216407729e-35	0.15941685	1.0
PRKCH	4.2272727272727275	8.267787050295119e-158	0.4667669	0.0
HOXB1	6.045454545454546	1.0	0.35774508	1.534592525681574e-162
MTAP	15.0	1.0	0.24208395	2.118057110316904e-17
NDUFA4L2	4.924242424242424	3.717947928122215e-66	0.09293872	1.0
ECH1	4.681818181818182	4.6176288953559986e-95	0.4452097	1.249101627e-315
BHLHE40	4.378787878787879	6.28958515631937e-136	0.45741406	0.0
HRC	9.227272727272727	1.0	0.3086065	2.2443012845048977e-87
PITPNC1	15.0	1.0	-0.010712363	1.0
EIF5A	5.606060606060606	6.348103253092237e-11	0.29951906	3.164122505410144e-75
CARD9	5.045454545454546	2.823448101503254e-53	0.44619238	2.1866476e-317
TBX19	4.9393939393939394	1.7489259190183097e-64	0.3480674	1.0113787883661833e-146
SPTSSA	8.287878787878787	1.0	0.09823706	1.0
IFT20	5.742424242424242	1.5414144071321173e-05	0.16630073	1.0
ZMYND10	6.015151515151516	0.8509305982928572	0.27791986	2.6421727143392735e-49
AKAP1	4.621212121212121	7.283583094836594e-103	0.52264136	0.0
ASPH	9.227272727272727	1.0	0.31882098	8.641575667609874e-102
ANXA3	5.242424242424242	5.863140216407729e-35	0.41321117	1.6707411962340872e-258
CST3	7.545454545454546	1.0	0.103764445	1.0
PBX1	5.045454545454546	2.823448101503254e-53	-0.11309359	1.0
LY9	5.5	1.6105002492508562e-16	0.18128198	1.0
ROS1	4.424242424242424	1.6016175437748486e-129	0.70878994	0.0
PREB	4.348484848484849	3.1116997859273235e-140	0.44714034	4.4406e-319
CD1E	7.606060606060606	1.0	0.20782113	0.02614805026713052
RGS11	8.954545454545455	1.0	0.16468596	1.0
PLGRKT	4.378787878787879	6.28958515631937e-136	0.25879484	2.2047149939307008e-30
GIPC3	6.863636363636363	1.0	0.15703368	1.0
PTRF	4.590909090909091	7.732232621026812e-107	0.27692443	3.2076064323361855e-48
BAX	4.454545454545454	2.6584028516486256e-125	0.14857277	1.0
CCNH	3.712121212121212	1.225750168053399e-236	0.45265627	0.0
CYP1A1	15.0	1.0	0.13137032	1.0
TRIAP1	3.909090909090909	5.923234485644303e-206	0.28249753	2.0200917296770264e-54
COPB2	5.924242424242424	0.15242665824965337	0.5017179	0.0
TBC1D3F	4.606060606060606	7.605891566940396e-105	0.4507922	0.0
NAA10	15.0	1.0	0.112147264	1.0
EIF4EBP3	5.393939393939394	2.6774841116875216e-23	0.11049492	1.0
BAG6	5.212121212121212	1.5018480840879237e-37	0.23051485	1.5967155209602868e-10
CD200R1	15.0	1.0	0.13404404	1.0
DYX1C1	4.348484848484849	3.1116997859273235e-140	0.4323078	1.447744588794771e-292
TRAF3IP2	4.257575757575758	2.294211690470845e-153	0.48184013	0.0
MICB	15.0	1.0	0.13877271	1.0
H3F3B	4.9393939393939394	1.7489259190183097e-64	0.2290056	9.285004938781331e-10
TPD52	9.303030303030303	1.0	0.035013456	1.0
CBLL1	4.742424242424242	1.7760953240947375e-87	0.4867544	0.0
C1QA	7.757575757575758	1.0	0.2126999	0.0017581067138284473
THEM4	4.045454545454546	4.880068221542849e-185	0.22036406	5.594867461016088e-06
PRNP	4.666666666666667	5.436100284867346e-97	0.12849216	1.0
PPEF1	4.818181818181818	2.526887068025153e-78	0.4190167	7.785970668252877e-269
FGF9	5.242424242424242	5.863140216407729e-35	0.15696263	1.0
GSC	3.893939393939394	2.672308029730401e-208	0.28559062	5.339871413376244e-58
EID2B	4.318181818181818	1.39485974342238e-144	0.26874372	1.0287308622109737e-39
ASCL3	4.575757575757576	7.642634320383592e-109	0.40614977	5.678250457863886e-246
PI4K2B	5.181818181818182	3.1356292036781608e-40	0.3970786	5.823068325264848e-230
USP40	5.4393939393939394	2.973650604950998e-20	0.6394322	0.0
YEATS4	4.590909090909091	7.732232621026812e-107	0.36143565	1.134946425857768e-168
UBR7	5.409090909090909	2.9159368781695483e-22	0.37747276	7.539201891830233e-196
WNT1	10.712121212121213	1.0	-0.033384975	1.0
SSTR1	9.333333333333334	1.0	0.1468223	1.0
PCBD1	5.075757575757576	3.0673721766277474e-50	0.25422275	1.743095880823122e-26
NGB	6.075757575757576	1.0	0.18890469	1.0
KISS1	7.166666666666667	1.0	0.15702231	1.0
TRIM6	5.863636363636363	0.01765760733315265	0.27029386	2.868606849723978e-41
BNIPL	4.378787878787879	6.28958515631937e-136	0.09833133	1.0
FAM50B	5.0606060606060606	9.495982898785684e-52	0.41458255	6.1048011840381425e-261
PDP2	4.378787878787879	6.28958515631937e-136	0.42386514	1.7454422880045048e-277
HN1	5.590909090909091	1.195757622712336e-11	0.114591815	1.0
CEP250	4.181818181818182	1.5761062911751013e-164	-0.13585353	1.0
CCR2	8.181818181818182	1.0	-0.07325986	1.0
RAET1G	15.0	1.0	0.14059572	1.0
MS4A1	3.893939393939394	2.672308029730401e-208	0.31361857	2.365816756883086e-94
HIST1H2BB	7.575757575757576	1.0	0.0672615	1.0
RASD1	5.606060606060606	6.348103253092237e-11	0.22269167	6.760616337472204e-07
CLDN2	6.0	0.7159900182747669	0.4405621	2.5427192789342558e-307
MSC	4.666666666666667	5.436100284867346e-97	0.4126674	1.5477224516821502e-257
ADAM12	4.181818181818182	1.5761062911751013e-164	0.30437645	1.2303339033911751e-81
FOXM1	3.742424242424242	6.929834171225083e-232	0.43012404	1.1600859467585841e-288
GMFB	3.712121212121212	1.225750168053399e-236	0.5485818	0.0
KIF5C	4.363636363636363	4.4418567291027624e-138	0.3242003	1.1263092107667573e-109
THBS1	6.393939393939394	1.0	0.6284347	0.0
MTA3	4.7272727272727275	2.361383125752759e-89	0.43747485	8.389563407321294e-302
KDR	4.106060606060606	7.365278323712362e-176	0.40374765	1.0122539772569449e-241
POLR2C	5.045454545454546	2.823448101503254e-53	-0.042804446	1.0
RGS6	5.363636363636363	1.8904454137449194e-25	0.2692321	3.3535018329957787e-40
RAB40C	8.212121212121213	1.0	0.16434853	1.0
FASLG	4.106060606060606	7.365278323712362e-176	0.4390126	1.4944490689750882e-304
RPL23A	5.575757575757576	2.1253131483774454e-12	0.20990995	0.00899642440222602
PRKD1	3.727272727272727	2.9381361954994715e-234	0.5889573	0.0
C11orf30	4.515151515151516	5.4796647160484944e-117	0.53472567	0.0
C11orf16	5.242424242424242	5.863140216407729e-35	0.35467508	1.7647456838429486e-157
PFDN1	4.590909090909091	7.732232621026812e-107	0.2032304	0.1720643117199269
CDKN2B	5.287878787878788	3.1483437759882676e-31	0.13418305	1.0
TMPRSS15	15.0	1.0	0.1761644	1.0
C9orf24	6.984848484848484	1.0	0.11769159	1.0
AP2S1	5.590909090909091	1.195757622712336e-11	0.17536335	1.0
MLLT4	4.196969696969697	2.763455793572972e-162	0.47674277	0.0
LYL1	5.045454545454546	2.823448101503254e-53	0.08875217	1.0
TACR1	5.909090909090909	0.09653142199354324	0.18810879	1.0
KIF13B	5.666666666666667	2.8110393516224482e-08	-0.06834099	1.0
BAZ1B	5.363636363636363	1.8904454137449194e-25	0.4112054	6.134282459029868e-255
PLEC	4.090909090909091	3.809368010691429e-178	0.61513007	0.0
ADRBK2	5.303030303030303	5.000995631703424e-30	0.30885202	1.0332352290474465e-87
PLAU	6.712121212121212	1.0	0.62127703	0.0
EXOSC9	6.954545454545454	1.0	0.41573402	5.461860953816364e-263
MYOG	4.2727272727272725	3.653471191512652e-151	0.17853785	1.0
CDC27	3.8484848484848486	2.436381268520632e-215	0.6467352	0.0
BANF1	5.409090909090909	2.9159368781695483e-22	0.11555029	1.0
GOT2	15.0	1.0	0.28675616	2.2646637577511107e-59
TRIP13	4.757575757575758	1.2813048174903688e-85	0.057799216	1.0
PSMD7	6.257575757575758	1.0	0.19824983	0.6752491678833514
DBI	15.0	1.0	0.054817557	1.0
COTL1	4.848484848484849	9.105895800645387e-75	0.20008992	0.43979889329875105
PCBP1	4.757575757575758	1.2813048174903688e-85	0.26554382	1.3748232727670713e-36
GET4	4.484848484848484	4.014635475591554e-121	0.18751754	1.0
BTAF1	4.53030303030303	6.196157745775322e-115	0.69904923	0.0
