Gene	Average shortest path length to known risk genes	FDR p-value (Average shortest path length)	Average cosine similarity with known risk genes	FDR p-value (Average cosine similarity)
NIPSNAP3A	4.787878787878788	4.431250677636168e-88	0.15547705	1.0
MPHOSPH8	5.0	2.784639304065503e-64	0.5054564	0.0
CHMP5	15.0	1.0	0.043489676	1.0
CNKSR3	6.151515151515151	1.0	0.22525601	1.492029814643001e-12
PSAP	8.606060606060606	1.0	0.15951885	1.0
MTTP	6.575757575757576	1.0	0.53210753	0.0
P4HA2	7.181818181818182	1.0	0.29973388	7.058901749617258e-90
IRX5	7.893939393939394	1.0	0.15165214	1.0
PLIN1	4.590909090909091	1.7383763998462225e-112	0.36079344	5.586357702100706e-188
CLEC1B	5.666666666666667	3.978664970448861e-12	0.16405451	1.0
MAPK15	4.166666666666667	1.3774237346063119e-170	0.47062337	0.0
RILPL2	7.924242424242424	1.0	0.0727775	1.0
SLC22A11	6.090909090909091	0.5901931783435886	0.40280086	3.406697484533025e-263
SLC8A2	4.121212121212121	3.8192567646814513e-177	0.6278232	0.0
U2AF1	5.136363636363637	1.329601873108839e-50	0.09567655	1.0
C22orf46	4.015151515151516	1.2499973933095756e-192	0.22719789	1.0491063258407816e-13
RGS20	6.242424242424242	1.0	0.13867782	1.0
HBA1	8.878787878787879	1.0	0.067747235	1.0
CNOT7	4.075757575757576	9.425084823205431e-184	0.10879167	1.0
TGIF2	3.9696969696969697	2.4674890859968454e-199	0.30163032	1.3941574182823135e-92
ABCF1	6.2272727272727275	1.0	0.35342282	3.294358641402594e-175
RPL10A	5.303030303030303	7.887011253946248e-36	0.10209081	1.0
RGS1	5.666666666666667	3.978664970448861e-12	0.070054434	1.0
LYPLA2	5.242424242424242	6.099209833098505e-41	0.15757604	1.0
MAL2	9.303030303030303	1.0	0.054829344	1.0
IKZF2	5.015151515151516	1.0736043812980293e-62	0.3968162	2.5846439931781854e-252
TSPAN3	5.181818181818182	2.3605024707753786e-46	0.11315515	1.0
PDE1A	5.045454545454546	1.4229306440703084e-59	0.36591822	5.868839272139164e-197
RNASE2	15.0	1.0	0.053297568	1.0
ZFP91	5.454545454545454	1.875469319795333e-24	0.32842395	1.7158233280784745e-133
SOD2	6.181818181818182	1.0	0.090351835	1.0
ZNF434	8.242424242424242	1.0	0.15538733	1.0
ITPRIPL1	5.409090909090909	1.1965605630142752e-27	0.37596983	9.101423290497252e-215
HOXA7	5.909090909090909	0.0015217723481678817	0.10031985	1.0
MGEA5	12.151515151515152	1.0	0.5072454	0.0
TOP2A	3.5	7.221070472427171e-270	0.5665963	0.0
RPGRIP1	5.954545454545454	0.013318735761905466	0.5941671	0.0
LAD1	5.318181818181818	1.3394031029632731e-34	0.4558909	0.0
ERAS	4.878787878787879	1.5453967442950229e-77	0.25689185	1.2982915329703067e-37
ARL6IP5	8.212121212121213	1.0	0.036157135	1.0
NOSTRIN	5.454545454545454	1.875469319795333e-24	0.23471805	1.1565682892599215e-18
TCOF1	4.136363636363637	5.955732217746212e-175	0.6914687	0.0
SAMM50	7.196969696969697	1.0	0.14671813	1.0
PDGFB	5.651515151515151	7.347178639562884e-13	0.14758246	1.0
FAM134A	4.5	2.201714823989054e-124	0.44034088	0.0
PPP2R3A	4.833333333333333	9.548106231121443e-83	0.3220966	2.022543911709446e-123
TUBGCP2	5.909090909090909	0.0015217723481678817	0.5046898	0.0
PPIL2	4.2272727272727275	6.257190620228874e-162	0.41437528	2.5917278448872763e-284
GM2A	15.0	1.0	0.045647744	1.0
AANAT	4.590909090909091	1.7383763998462225e-112	0.20457631	0.001336070661073213
PIGU	15.0	1.0	0.14217019	1.0
CD9	5.651515151515151	7.347178639562884e-13	0.06815891	1.0
INO80C	5.121212121212121	4.676730757762688e-52	0.17003858	1.0
CARD9	5.045454545454546	1.4229306440703084e-59	0.44619238	0.0
BTK	4.0606060606060606	5.7613808878307085e-186	-0.044600815	1.0
INSIG2	4.681818181818182	5.689414961865554e-101	0.23727642	1.591633724571688e-20
RAB34	3.8636363636363638	4.569907826037505e-215	0.2687278	3.5859217220307657e-50
PRKD2	5.196969696969697	5.681854045967462e-45	0.56506157	0.0
VPS37D	4.5606060606060606	2.0701982173404105e-116	0.1922147	0.3912484744583893
RPL9	5.318181818181818	1.3394031029632731e-34	0.030980688	1.0
UROS	5.409090909090909	1.1965605630142752e-27	0.17189506	1.0
BLOC1S5	8.5	1.0	0.05035821	1.0
PRPH	15.0	1.0	0.13503185	1.0
MARCKSL1	6.257575757575758	1.0	0.049522486	1.0
FAM156A	6.015151515151516	0.11603843419891441	0.111404516	1.0
KSR2	3.909090909090909	2.64348710704926e-208	0.62092286	0.0
ERBB2	4.0	7.386654389169344e-195	0.10365729	1.0
CREBBP	3.3230769230769233	1.0590862976411158e-296	-0.13924171	1.0
CISH	4.2727272727272725	1.6441818492106707e-155	0.1865885	1.0
NOTCH2NL	7.333333333333333	1.0	0.096629314	1.0
PSMA2	6.136363636363637	0.9665881464844287	0.057475165	1.0
FAM60A	15.0	1.0	0.058644928	1.0
MAPK1IP1L	4.333333333333333	4.8731389520965527e-147	0.19380037	0.24530734169116455
CALY	7.0	1.0	0.056859594	1.0
PZP	7.348484848484849	1.0	0.69064635	0.0
MED6	4.742424242424242	1.5808109845269243e-93	0.1883562	0.9168082876632074
LTB	4.803030303030303	2.7367645399029442e-86	0.11185172	1.0
RAB31	7.303030303030303	1.0	0.07657603	1.0
FRAT2	4.333333333333333	4.8731389520965527e-147	0.20053522	0.014492383161460369
GMCL1	4.7272727272727275	2.2662035039882355e-95	0.33271337	1.9194804295760771e-140
ZSCAN21	10.242424242424242	1.0	0.15145965	1.0
SSR3	6.803030303030303	1.0	0.07261755	1.0
SPINT2	8.530303030303031	1.0	0.08123665	1.0
ZNF174	5.333333333333333	2.1706753254292354e-33	0.09151792	1.0
TRIM24	3.742424242424242	3.2359242627538247e-233	0.2545671	2.4514522228052203e-35
ZMIZ2	4.378787878787879	9.114755093831552e-141	0.57970476	0.0
CDK17	4.0606060606060606	5.7613808878307085e-186	0.4738589	0.0
CEP70	4.878787878787879	1.5453967442950229e-77	0.34859592	6.007479163962173e-167
SAE1	4.787878787878788	4.431250677636168e-88	0.1529353	1.0
CLDN8	6.015151515151516	0.11603843419891441	0.14296494	1.0
CENPC1	4.287878787878788	2.2087249048920608e-153	0.6206866	0.0
VTI1B	7.4393939393939394	1.0	0.05210355	1.0
TSN	5.0606060606060606	4.89685641010256e-58	0.06708376	1.0
EFNA3	5.242424242424242	6.099209833098505e-41	0.21129039	7.784738295170014e-06
MCM3AP	15.0	1.0	0.33886173	1.438266000960944e-150
NFIA	4.2727272727272725	1.6441818492106707e-155	0.4392336	0.0
MTMR2	4.712121212121212	3.1719869210396293e-97	0.3960538	6.253273818531526e-251
IL34	5.151515151515151	3.59408870467608e-49	0.19567858	0.12823832628819265
CTDSP1	4.712121212121212	3.1719869210396293e-97	0.11033105	1.0
YARS	7.333333333333333	1.0	0.26693586	3.6118970645555185e-48
INPP5B	4.787878787878788	4.431250677636168e-88	0.5709381	0.0
ANP32A	4.196969696969697	2.9882021010514624e-166	0.14877506	1.0
HSPB9	7.984848484848484	1.0	0.053675532	1.0
SRSF10	4.0606060606060606	5.7613808878307085e-186	0.21683694	3.6067433234708684e-08
RAB32	5.863636363636363	0.0001074974518139196	0.10804316	1.0
PRKCSH	6.2272727272727275	1.0	0.3406577	1.4678165645396418e-153
SLA2	5.015151515151516	1.0736043812980293e-62	0.26027885	4.813654167533823e-41
CPSF1	5.53030303030303	1.4921710187680277e-19	0.6943145	0.0
PRPF40B	15.0	1.0	0.3104877	1.4165210196702401e-105
PQBP1	4.606060606060606	1.5330310558122995e-110	0.1772731	1.0
OSR1	4.484848484848484	2.1281592221250877e-126	0.19972867	0.021911752815756833
CCNL1	5.121212121212121	4.676730757762688e-52	0.39179996	3.1893598011339284e-243
GALNT1	4.7272727272727275	2.2662035039882355e-95	0.42974374	2.060054035194e-312
PMPCA	5.696969696969697	9.995055185491281e-11	0.2806607	2.2721693674599656e-64
MYOZ3	4.818181818181818	1.6425866582786677e-84	0.14244412	1.0
CDC45	4.424242424242424	1.483232711503633e-134	0.4467287	0.0
HTR3A	5.909090909090909	0.0015217723481678817	0.29219684	2.0384965598811516e-79
ING5	3.8636363636363638	4.569907826037505e-215	0.20257173	0.004662680192079683
SCN3B	6.257575757575758	1.0	0.06026861	1.0
POP4	15.0	1.0	0.10075839	1.0
LCP2	4.333333333333333	4.8731389520965527e-147	0.15388294	1.0
NDUFS7	5.984848484848484	0.04362517966007074	0.07849209	1.0
COMMD4	7.924242424242424	1.0	0.05924512	1.0
C14orf166	5.0	2.784639304065503e-64	0.14086542	1.0
TAF9	4.257575757575758	1.225183680326422e-157	0.009961745	1.0
TMEM147	6.090909090909091	0.5901931783435886	0.09601178	1.0
USB1	4.166666666666667	1.3774237346063119e-170	0.22450428	4.0374978517318485e-12
ADAMTS5	8.484848484848484	1.0	0.5453474	0.0
GLYCTK	5.757575757575758	3.3260698279418764e-08	0.25536868	4.090423391147654e-36
P4HA3	8.712121212121213	1.0	0.20532666	0.0008085217394944955
DYDC2	15.0	1.0	0.03796721	1.0
CRHBP	15.0	1.0	0.09544731	1.0
HLA-DQA1	4.863636363636363	2.926718135188438e-79	0.23057474	7.805847171041258e-16
TRPT1	5.045454545454546	1.4229306440703084e-59	0.21182682	4.84167401067236e-06
TAF9B	3.909090909090909	2.64348710704926e-208	0.14094387	1.0
ST7	4.7272727272727275	2.2662035039882355e-95	0.3991551	1.461625927280602e-256
TWSG1	7.7272727272727275	1.0	0.07406553	1.0
FASTK	5.106060606060606	1.5872832289342982e-53	0.36448398	1.945599173180322e-194
ZIK1	6.242424242424242	1.0	0.14015113	1.0
YKT6	6.363636363636363	1.0	0.081400864	1.0
DEAF1	5.545454545454546	1.2242493613827866e-18	0.3274082	7.353600314624297e-132
GYG2	4.924242424242424	1.874969259881809e-72	0.07607355	1.0
TNFRSF18	5.045454545454546	1.4229306440703084e-59	0.18113957	1.0
LMBR1L	8.045454545454545	1.0	0.11085398	1.0
BLOC1S4	7.5	1.0	0.04503471	1.0
SCARF1	6.5	1.0	0.33180872	5.720810662290798e-139
C2	10.151515151515152	1.0	0.4612409	0.0
TBC1D3F	4.606060606060606	1.5330310558122995e-110	0.4507922	0.0
KLF16	4.712121212121212	3.1719869210396293e-97	0.2000702	0.018438566735143644
CDKN2AIP	5.454545454545454	1.875469319795333e-24	0.3292189	8.999777889102946e-135
ARHGAP9	4.621212121212121	1.3207905061700894e-108	0.4161833	1.2898636567284018e-287
ITPRIP	5.575757575757576	7.098220602553354e-17	0.40279013	3.561908169168089e-263
ASIC3	5.712121212121212	4.622182304966331e-10	0.4307396	3.111435194e-314
MLLT1	5.090909090909091	5.1713704161927095e-55	0.30008227	2.261214798045659e-90
TRIP10	3.696969696969697	4.6359708472492094e-240	0.4959103	0.0
SCG5	15.0	1.0	0.046341117	1.0
CLCF1	6.9393939393939394	1.0	0.056403823	1.0
SNX13	6.4393939393939394	1.0	0.4107102	1.2808247089897242e-277
ZBTB7A	4.424242424242424	1.483232711503633e-134	0.47229433	0.0
ENO2	6.9393939393939394	1.0	0.06622381	1.0
LAPTM5	4.454545454545454	1.8518644066753443e-130	0.050524946	1.0
CYP17A1	15.0	1.0	0.1593367	1.0
HIST1H1B	5.378787878787879	7.002849665867642e-30	0.079018764	1.0
IL18	5.303030303030303	7.887011253946248e-36	0.04411029	1.0
ZNF155	5.712121212121212	4.622182304966331e-10	0.2651315	3.449415815907841e-46
KLRB1	5.015151515151516	1.0736043812980293e-62	0.10125652	1.0
ITM2C	7.181818181818182	1.0	0.053783532	1.0
HIRIP3	5.2727272727272725	2.3924807267209796e-38	0.3697472	1.0288456617370236e-203
BBC3	4.681818181818182	5.689414961865554e-101	0.16648097	1.0
IGFBP6	7.53030303030303	1.0	0.13945688	1.0
CRCP	15.0	1.0	0.050866984	1.0
MED29	6.454545454545454	1.0	0.10012845	1.0
UCP3	4.151515151515151	9.15888580977784e-173	0.3342698	5.464449664993438e-143
CDK19	5.924242424242424	0.0033040705224971884	0.18711331	1.0
CRYBA4	15.0	1.0	0.04538901	1.0
GRIK3	5.015151515151516	1.0736043812980293e-62	0.5279839	0.0
TNC	5.833333333333333	1.4045368745137865e-05	0.68631583	0.0
EGFL6	4.803030303030303	2.7367645399029442e-86	0.40434653	5.194198271906323e-266
RANGAP1	4.2727272727272725	1.6441818492106707e-155	0.46902072	0.0
SSX2	6.121212121212121	0.8477923380061042	0.07283746	1.0
ALOX5AP	5.96969696969697	0.024729877173714734	0.050792772	1.0
BIRC8	4.651515151515151	9.179932486875994e-105	0.15115167	1.0
ERCC6	4.53030303030303	2.2306482421952033e-120	0.6957561	0.0
FAM46A	5.636363636363637	1.2851410704542627e-13	0.13487333	1.0
YWHAH	3.3636363636363638	1.4066853998338107e-290	-0.08115567	1.0
LAIR1	4.681818181818182	5.689414961865554e-101	0.2651124	3.617556738767366e-46
PCMT1	4.545454545454546	2.1705639517453993e-118	0.18846625	0.8996965693789175
OSM	8.06060606060606	1.0	0.20757806	0.00016089190488197933
PSME1	4.363636363636363	7.512830586913155e-143	0.13806391	1.0
CTDP1	4.0606060606060606	5.7613808878307085e-186	0.44074774	0.0
VTI1A	9.621212121212121	1.0	0.044615306	1.0
HOXB8	6.045454545454546	0.254656797901843	0.11821486	1.0
CXorf26	6.151515151515151	1.0	0.1111469	1.0
ZNF426	5.0	2.784639304065503e-64	0.46274945	0.0
MAPRE1	4.590909090909091	1.7383763998462225e-112	0.17145245	1.0
CRHR2	15.0	1.0	0.06501531	1.0
IL11	6.015151515151516	0.11603843419891441	0.08790342	1.0
TJAP1	5.893939393939394	0.0006641214396199383	0.4192825	2.785806041307304e-293
GZMA	4.363636363636363	7.512830586913155e-143	0.18822573	0.93747349467532
HYI	5.924242424242424	0.0033040705224971884	0.089752525	1.0
KDM5B	4.303030303030303	2.9329124127824168e-151	0.68128574	0.0
GBP2	4.484848484848484	2.1281592221250877e-126	0.4293251	1.20043062408e-311
PTGS1	7.075757575757576	1.0	0.19037482	0.6157536961193364
C21orf7	4.7727272727272725	6.9489106635318485e-90	0.12355521	1.0
KRT6A	5.106060606060606	1.5872832289342982e-53	0.38670707	5.057576470611619e-234
HOXB9	4.166666666666667	1.3774237346063119e-170	0.26389334	7.517751341906587e-45
PRRX2	5.242424242424242	6.099209833098505e-41	0.13476141	1.0
RPS19	15.0	1.0	0.030359268	1.0
JAZF1	4.712121212121212	3.1719869210396293e-97	0.11088034	1.0
ZYX	4.378787878787879	9.114755093831552e-141	0.43606028	0.0
TRIM39	5.181818181818182	2.3605024707753786e-46	0.1522736	1.0
RAB1B	15.0	1.0	0.04361575	1.0
COMMD8	5.924242424242424	0.0033040705224971884	0.064162135	1.0
GLRB	5.909090909090909	0.0015217723481678817	0.18606985	1.0
GALNT2	5.045454545454546	1.4229306440703084e-59	0.29148588	1.8656306982193158e-78
NR0B2	3.8333333333333335	1.3485832323205122e-219	0.03850445	1.0
VPS18	7.712121212121212	1.0	0.5872888	0.0
EDN1	5.7727272727272725	1.240247868738064e-07	0.031914026	1.0
HDGF	4.166666666666667	1.3774237346063119e-170	0.22046207	6.206519822768728e-10
COPB2	5.924242424242424	0.0033040705224971884	0.5017179	0.0
NTS	6.96969696969697	1.0	0.0650464	1.0
LMNB1	3.909090909090909	2.64348710704926e-208	0.41451326	1.4499612834015738e-284
PSMB4	4.515151515151516	2.2372994385292133e-122	0.2150127	2.365862734317541e-07
TSSK3	4.166666666666667	1.3774237346063119e-170	0.21383987	7.484903681410268e-07
PGLS	4.9393939393939394	8.666842423299595e-71	0.19669534	0.08642587077190854
CIDEB	5.0	2.784639304065503e-64	0.057973642	1.0
RFXANK	4.818181818181818	1.6425866582786677e-84	0.20014359	0.017763734875697906
GRK5	5.5	1.8957199282862748e-21	0.13727497	1.0
PLP1	5.803030303030303	1.4705485992125324e-06	0.1836607	1.0
TGFBR2	4.123076923076923	7.131159570945104e-177	0.39477506	1.3012531610177305e-248
SYN3	4.7272727272727275	2.2662035039882355e-95	0.40764648	5.00275794676694e-272
PTBP2	5.515151515151516	1.7246853142774622e-20	0.33403388	1.3306386091186613e-142
TRIM8	5.151515151515151	3.59408870467608e-49	0.3737857	7.063070393333747e-211
UCN	15.0	1.0	0.041655354	1.0
TNNI2	7.393939393939394	1.0	0.019134516	1.0
MARS	5.242424242424242	6.099209833098505e-41	0.4150183	1.735038755057771e-285
KCNIP4	5.106060606060606	1.5872832289342982e-53	0.08707604	1.0
NOG	7.0	1.0	0.085223645	1.0
BORA	4.590909090909091	1.7383763998462225e-112	0.4043569	4.975193526586134e-266
LIM2	15.0	1.0	0.041532986	1.0
SCN1B	6.257575757575758	1.0	0.08268188	1.0
BSG	5.2272727272727275	2.9052237252149825e-42	0.03764453	1.0
SLC22A12	7.848484848484849	1.0	0.28433916	4.916139338756334e-69
SH3BP2	4.196969696969697	2.9882021010514624e-166	0.35350147	2.4137447783542098e-175
CPSF6	5.0606060606060606	4.89685641010256e-58	0.30644408	1.4239612234760593e-99
ARL4D	4.848484848484849	5.380669780436885e-81	0.030915488	1.0
C1QTNF5	6.5	1.0	0.045702044	1.0
RAMP2	15.0	1.0	0.059182793	1.0
ROPN1L	15.0	1.0	0.06147936	1.0
MAPK4	4.2727272727272725	1.6441818492106707e-155	0.46379364	0.0
IL29	15.0	1.0	0.05266173	1.0
SHC2	4.454545454545454	1.8518644066753443e-130	0.48290533	0.0
PHACTR1	4.212121212121212	4.33582970150717e-164	0.43524444	1.8e-322
EHD1	7.0606060606060606	1.0	0.23060569	7.451598477277128e-16
ZNF76	4.121212121212121	3.8192567646814513e-177	0.5091787	0.0
CCDC106	3.909090909090909	2.64348710704926e-208	0.21011394	2.136709253911471e-05
RALGPS1	4.7272727272727275	2.2662035039882355e-95	0.4491549	0.0
KALRN	5.348484848484849	3.361814908486116e-32	0.67418677	0.0
EPN1	4.606060606060606	1.5330310558122995e-110	0.4645097	0.0
COMMD2	7.924242424242424	1.0	0.05924512	1.0
UBOX5	5.46969696969697	1.979659785672327e-23	0.20658259	0.00033520856536180027
CD8B	6.2272727272727275	1.0	0.04740723	1.0
MLH3	6.242424242424242	1.0	0.5750572	0.0
AGT	8.378787878787879	1.0	0.1139909	1.0
BAAT	15.0	1.0	0.13867292	1.0
RTKN	5.045454545454546	1.4229306440703084e-59	0.30072314	2.764530754537193e-91
IPO13	5.166666666666667	9.397055613032697e-48	0.30462354	6.576773142180649e-97
SCAMP5	9.5	1.0	0.048247375	1.0
P2RX3	15.0	1.0	0.12886274	1.0
LIN37	5.924242424242424	0.0033040705224971884	0.089752525	1.0
OCLN	4.106060606060606	2.4294474174401478e-179	0.21755545	1.6684728186226453e-08
TNFSF12	5.666666666666667	3.978664970448861e-12	0.073306456	1.0
HAUS2	5.909090909090909	0.0015217723481678817	0.054296855	1.0
TPD52	9.303030303030303	1.0	0.035013456	1.0
CYFIP1	4.5606060606060606	2.0701982173404105e-116	0.6128794	0.0
DNAJB9	4.818181818181818	1.6425866582786677e-84	0.04028808	1.0
CDC42EP3	4.757575757575758	1.0619875368314136e-91	0.12993671	1.0
DUSP13	4.454545454545454	1.8518644066753443e-130	0.2602668	4.95212221553382e-41
ZNF20	5.090909090909091	5.1713704161927095e-55	0.28374228	2.8677945697193752e-68
PDE4B	4.590909090909091	1.7383763998462225e-112	0.5817397	0.0
EP400	4.287878787878788	2.2087249048920608e-153	0.65185165	0.0
IL27	5.121212121212121	4.676730757762688e-52	0.053327184	1.0
EBI3	5.121212121212121	4.676730757762688e-52	0.05751524	1.0
SYNDIG1	5.590909090909091	5.007830731219704e-16	0.061208785	1.0
USH1G	10.121212121212121	1.0	0.15192743	1.0
FGF23	6.53030303030303	1.0	0.14100255	1.0
LRAT	5.318181818181818	1.3394031029632731e-34	0.03439659	1.0
SLC5A7	5.424242424242424	1.4589219929881028e-26	0.17443922	1.0
BTG3	4.53030303030303	2.2306482421952033e-120	0.1901832	0.6422881043817072
KLRC4	15.0	1.0	0.035763428	1.0
LMAN1	10.121212121212121	1.0	0.17423701	1.0
APOB	6.454545454545454	1.0	0.65113276	0.0
COMMD7	7.924242424242424	1.0	0.05924512	1.0
DBNDD2	5.651515151515151	7.347178639562884e-13	0.15386279	1.0
CD63	6.696969696969697	1.0	0.046918247	1.0
RAB9A	5.166666666666667	9.397055613032697e-48	0.055964217	1.0
CAPNS2	6.196969696969697	1.0	0.07629382	1.0
MITD1	9.424242424242424	1.0	0.032776825	1.0
TNFSF13	6.045454545454546	0.254656797901843	0.05397742	1.0
CD48	4.696969696969697	4.296316092130633e-99	0.1656692	1.0
USP21	6.257575757575758	1.0	0.34137797	9.189669730774827e-155
FBXO44	5.863636363636363	0.0001074974518139196	0.107994094	1.0
TMEM9	6.742424242424242	1.0	0.04494845	1.0
RPS6	5.0606060606060606	4.89685641010256e-58	0.13086772	1.0
ETHE1	5.03030303030303	3.992657506387221e-61	0.17478238	1.0
WISP2	7.53030303030303	1.0	0.087943725	1.0
CRH	15.0	1.0	0.04358486	1.0
VPS11	7.257575757575758	1.0	0.56178087	0.0
PRF1	5.196969696969697	5.681854045967462e-45	0.30950707	4.146309361401524e-104
TP53RK	3.9545454545454546	1.4292587375731596e-201	0.058498684	1.0
ZFAND3	6.363636363636363	1.0	0.07265049	1.0
MYO5B	5.454545454545454	1.875469319795333e-24	0.6568799	0.0
RASL11B	5.242424242424242	6.099209833098505e-41	0.16145067	1.0
EMD	4.484848484848484	2.1281592221250877e-126	0.05562353	1.0
CASP3	3.3484848484848486	7.473489191439268e-293	-0.16574284	1.0
MEX3B	4.106060606060606	2.4294474174401478e-179	0.46005046	0.0
TYR	7.151515151515151	1.0	0.13298717	1.0
TAF15	4.848484848484849	5.380669780436885e-81	0.4248478	1.8435707313016228e-303
TSPO	15.0	1.0	0.03566823	1.0
XBP1	3.9696969696969697	2.4674890859968454e-199	0.27405137	2.5279420568376066e-56
RCOR2	6.7727272727272725	1.0	0.18072905	1.0
PATZ1	4.909090909090909	3.9245179205093584e-74	0.18525648	1.0
HLA-DRA	15.0	1.0	0.014616844	1.0
PCID2	5.712121212121212	4.622182304966331e-10	0.11670625	1.0
POM121	4.909090909090909	3.9245179205093584e-74	0.6045003	0.0
NR2C2	3.712121212121212	8.857636845961859e-238	0.28198007	4.996953871103172e-66
CCDC127	5.106060606060606	1.5872832289342982e-53	0.13615172	1.0
ATXN7	4.651515151515151	9.179932486875994e-105	0.622095	0.0
CTSG	7.045454545454546	1.0	-0.027092176	1.0
SH3BP4	4.363636363636363	7.512830586913155e-143	0.58583605	0.0
TRIM29	4.848484848484849	5.380669780436885e-81	0.27354896	9.914440633797025e-56
RCBTB2	5.590909090909091	5.007830731219704e-16	0.22254087	4.9749266475960144e-11
BEND2	5.151515151515151	3.59408870467608e-49	0.5603662	0.0
MED24	3.9696969696969697	2.4674890859968454e-199	0.6214985	0.0
SET	4.075757575757576	9.425084823205431e-184	-0.032549083	1.0
DPM3	15.0	1.0	0.04207338	1.0
MAF1	4.696969696969697	4.296316092130633e-99	0.153468	1.0
HOMEZ	5.106060606060606	1.5872832289342982e-53	0.17816055	1.0
CLIC4	4.196969696969697	2.9882021010514624e-166	0.2679281	2.835641911527328e-49
IGF2BP2	5.484848484848484	1.988067711542528e-22	0.21108186	9.342699956930922e-06
TNPO2	5.045454545454546	1.4229306440703084e-59	0.2666718	7.065296450063225e-48
CEBPE	3.9393939393939394	8.13036209830832e-204	0.10297539	1.0
PPP2R1A	4.2727272727272725	1.6441818492106707e-155	0.14516668	1.0
ETV7	5.378787878787879	7.002849665867642e-30	0.06784609	1.0
RHOU	4.196969696969697	2.9882021010514624e-166	0.33230132	9.020470129391664e-140
CHMP4C	7.424242424242424	1.0	0.06777769	1.0
ASIC1	5.212121212121212	1.3139036660141977e-43	0.2950032	2.9539300264052636e-83
SPIN1	5.121212121212121	4.676730757762688e-52	0.1527325	1.0
TYRP1	6.151515151515151	1.0	0.14322378	1.0
ZNF417	5.106060606060606	1.5872832289342982e-53	0.45151812	0.0
CEBPD	3.9393939393939394	8.13036209830832e-204	0.3201544	2.246865557367675e-120
HSD17B10	5.545454545454546	1.2242493613827866e-18	0.12855601	1.0
PITPNM3	4.742424242424242	1.5808109845269243e-93	0.5842695	0.0
GSR	6.863636363636363	1.0	0.102696806	1.0
SDC2	7.242424242424242	1.0	0.0342282	1.0
AP1AR	6.378787878787879	1.0	0.11169192	1.0
ASNS	6.7727272727272725	1.0	0.25675726	1.7658313193394537e-37
MMP26	7.5606060606060606	1.0	0.116717376	1.0
CPNE3	7.242424242424242	1.0	0.2636254	1.4557969598618723e-44
DCUN1D1	5.0	2.784639304065503e-64	0.15481944	1.0
PSMB6	5.166666666666667	9.397055613032697e-48	0.09432909	1.0
PTPRN	7.121212121212121	1.0	0.5563671	0.0
MYL12B	15.0	1.0	0.04930189	1.0
NRIP2	4.7272727272727275	2.2662035039882355e-95	0.17799109	1.0
SIM2	4.5	2.201714823989054e-124	0.38928953	1.1020406167213676e-238
PHB	3.787878787878788	2.115340487863969e-226	0.24217343	2.495603251657896e-24
TRAF3IP2	4.257575757575758	1.225183680326422e-157	0.48184013	0.0
NQO2	7.045454545454546	1.0	0.053012356	1.0
SORL1	6.484848484848484	1.0	0.68135315	0.0
FCER1A	5.242424242424242	6.099209833098505e-41	0.06496018	1.0
SLC30A9	3.9545454545454546	1.4292587375731596e-201	0.46804512	0.0
COPS7B	5.5606060606060606	9.57038049901898e-18	0.05843886	1.0
RWDD3	4.4393939393939394	1.673299379658336e-132	0.20394553	0.0020070963406244825
SMN1	4.818181818181818	1.6425866582786677e-84	-0.14664559	1.0
CYP1A1	15.0	1.0	0.13137032	1.0
EPHB4	4.742424242424242	1.5808109845269243e-93	0.61311656	0.0
NAA15	15.0	1.0	0.20996137	2.4255086022976842e-05
NRBP1	5.015151515151516	1.0736043812980293e-62	0.27956083	5.31751238859434e-63
MYOZ2	4.96969696969697	1.6768237566517874e-67	0.16614743	1.0
ZBTB3	4.803030303030303	2.7367645399029442e-86	0.38184834	2.7743599362602387e-225
CCDC107	5.409090909090909	1.1965605630142752e-27	0.17651546	1.0
JMY	4.151515151515151	9.15888580977784e-173	0.60395825	0.0
MPDU1	6.984848484848484	1.0	0.08617995	1.0
SPR	5.075757575757576	1.6271107072498622e-56	0.12174048	1.0
CFHR4	10.151515151515152	1.0	0.29539862	8.389524470499115e-84
AKAP1	4.621212121212121	1.3207905061700894e-108	0.52264136	0.0
PRAF2	7.212121212121212	1.0	0.041871414	1.0
KCTD4	5.5	1.8957199282862748e-21	0.18142414	1.0
PSMB1	6.166666666666667	1.0	0.037467662	1.0
GALNT4	9.212121212121213	1.0	0.14404358	1.0
TNNI3	5.787878787878788	4.385663779892977e-07	0.02977168	1.0
RAB11FIP3	5.075757575757576	1.6271107072498622e-56	0.2907127	2.0518736994735156e-77
IRF2BP2	4.878787878787879	1.5453967442950229e-77	0.26448447	1.734515382001196e-45
STX3	6.818181818181818	1.0	-0.0062094075	1.0
ASGR1	6.606060606060606	1.0	0.03765291	1.0
GSC	3.893939393939394	1.469768442176506e-210	0.28559062	1.1909065424247183e-70
NUPL1	5.53030303030303	1.4921710187680277e-19	0.3085668	1.0382432437289622e-102
MAGEA11	5.015151515151516	1.0736043812980293e-62	-0.049031027	1.0
TDP1	4.7727272727272725	6.9489106635318485e-90	0.35428476	1.0804778462422426e-176
BPGM	5.03030303030303	3.992657506387221e-61	0.11039182	1.0
PMCH	15.0	1.0	0.03902866	1.0
MAPRE3	4.924242424242424	1.874969259881809e-72	0.09845861	1.0
CD58	4.984848484848484	6.973868836232615e-66	0.075941205	1.0
